?#???????.?#???.??????#???????.?#???.??????#???????.?#???.??????#???????.?#???.??????#???????.?#???.????;9,4,1,2,9,4,1,2,9,4,1,2,9,4,1,2,9,4,1,2;32;1
???#.??#???????#.??#???????#.??#???????#.??#???????#.??#???;4,3,4,3,4,3,4,3,4,3;243;0
??#????#?#.??.?#???#????#?#.??.?#???#????#?#.??.?#???#????#?#.??.?#???#????#?#.??.?#;1,3,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4,2;256;0
???.???????????????.????.???????????????.????.???????????????.????.???????????????.????.???????????????.;1,7,6,1,7,6,1,7,6,1,7,6,1,7,6;186624;13780
#???####???.#?#???####???.#?#???####???.#?#???####???.#?#???####???.#;8,1,1,8,1,1,8,1,1,8,1,1,8,1,1;32;0
.#.???#?.????.??.#.???#?.????.??.#.???#?.????.??.#.???#?.????.??.#.???#?.????.?;1,2,3,1,2,3,1,2,3,1,2,3,1,2,3;1024;0
????#?##?.????????????#?##?.????????????#?##?.????????????#?##?.????????????#?##?.???????;6,1,2,6,1,2,6,1,2,6,1,2,6,1,2;115877690;9454
.??##?#?###..#??.???.??##?#?###..#??.???.??##?#?###..#??.???.??##?#?###..#??.???.??##?#?###..#??.??;3,5,2,3,5,2,3,5,2,3,5,2,3,5,2;1;0
??###???##?#?.??.???###???##?#?.??.???###???##?#?.??.???###???##?#?.??.???###???##?#?.??.;12,1,12,1,12,1,12,1,12,1;2500;0
?..#?????#????#?#??..#?????#????#?#??..#?????#????#?#??..#?????#????#?#??..#?????#????#?#;2,1,2,4,2,1,2,4,2,1,2,4,2,1,2,4,2,1,2,4;10123;2
????###?.?#??#??#.?????###?.?#??#??#.?????###?.?#??#??#.?????###?.?#??#??#.?????###?.?#??#??#.;8,6,1,8,6,1,8,6,1,8,6,1,8,6,1;16;0
????##?#????#?????##?#????#?????##?#????#?????##?#????#?????##?#????#;10,1,10,1,10,1,10,1,10,1;32;0
#?##?..?##???#?##?..?##???#?##?..?##???#?##?..?##???#?##?..?##??;5,3,5,3,5,3,5,3,5,3;512;0
?#.?#??#??????????#.?#??#??????????#.?#??#??????????#.?#??#??????????#.?#??#????????;1,7,2,2,1,7,2,2,1,7,2,2,1,7,2,2,1,7,2,2;256;1
.#?..?#?#??#.?.#?..?#?#??#.?.#?..?#?#??#.?.#?..?#?#??#.?.#?..?#?#??#.;2,6,2,6,2,6,2,6,2,6;1;0
#??#????.??#?#.?#??#????.??#?#.?#??#????.??#?#.?#??#????.??#?#.?#??#????.??#?#.;7,3,1,7,3,1,7,3,1,7,3,1,7,3,1;16;0
.?.??.????.?.?.??.????.?.?.??.????.?.?.??.????.?.?.??.????.;1,1,3,1,1,3,1,1,3,1,1,3,1,1,3;40000;101
?????.???#?#??.????????.???#?#??.????????.???#?#??.????????.???#?#??.????????.???#?#??.??;1,3,4,1,2,1,3,4,1,2,1,3,4,1,2,1,3,4,1,2,1,3,4,1,2;32;3371
????????????#??#???????????????#??#???????????????#??#???????????????#??#???????????????#??#??;4,8,4,8,4,8,4,8,4,8;11593442;1794
????####?#??????####?#??????####?#??????####?#??????####?#?;1,7,1,7,1,7,1,7,1,7;6221;0
?.#????.????#?.????.#????.????#?.????.#????.????#?.????.#????.????#?.????.#????.????#?.??;1,6,1,6,1,6,1,6,1,6;1;0
?#?????#?##????#?????#?##????#?????#?##????#?????#?##????#?????#?##??;3,4,3,4,3,4,3,4,3,4;162;0
?#????#????#??#????#????#??#????#????#??#????#????#??#????#????#;9,1,9,1,9,1,9,1,9,1;32;0
?##?#?????.?????##?#?????.?????##?#?????.?????##?#?????.?????##?#?????.???;6,1,1,1,6,1,1,1,6,1,1,1,6,1,1,1,6,1,1,1;307328;43
???..?##?..??????????..?##?..??????????..?##?..??????????..?##?..??????????..?##?..??????;2,2,3,2,2,3,2,2,3,2,2,3,2,2,3;6755537;2162
??##???#?.##??..????##???#?.##??..????##???#?.##??..????##???#?.##??..????##???#?.##??..?;4,2,4,4,2,4,4,2,4,4,2,4,4,2,4;3125;0
??????#.????.#???????#.????.#???????#.????.#???????#.????.#???????#.????.#;4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1;60444;17
??????#??#?.??????????#??#?.??????????#??#?.??????????#??#?.??????????#??#?.???;2,7,1,2,7,1,2,7,1,2,7,1,2,7,1;704349;116
.????????##.?.?.##??.????????##.?.?.##??.????????##.?.?.##??.????????##.?.?.##??.????????##.?.?.##?;5,2,1,1,2,5,2,1,1,2,5,2,1,1,2,5,2,1,1,2,5,2,1,1,2;243;0
.??????????#?#.?.??????????#?#.?.??????????#?#.?.??????????#?#.?.??????????#?#.;3,1,2,1,3,1,2,1,3,1,2,1,3,1,2,1,3,1,2,1;100000;3390
#.?#?#??????#??#?#.?#?#??????#??#?#.?#?#??????#??#?#.?#?#??????#??#?#.?#?#??????#??#;1,6,2,1,1,1,6,2,1,1,1,6,2,1,1,1,6,2,1,1,1,6,2,1,1;1;0
.#?.#.##??#?.#?.#.##??#?.#?.#.##??#?.#?.#.##??#?.#?.#.##??#;1,1,5,1,1,5,1,1,5,1,1,5,1,1,5;1;0
??#?????#?????????#?????#?????????#?????#?????????#?????#?????????#?????#??????;5,4,5,4,5,4,5,4,5,4;230496;16
.#??.?.?.??.#??.?.?.??.#??.?.?.??.#??.?.?.??.#??.?.?.?;2,1,2,1,2,1,2,1,2,1;1332;0
.?#???##.????##???.?#???##.????##???.?#???##.????##???.?#???##.????##???.?#???##.????##??;7,2,7,2,7,2,7,2,7,2;1;0
?#?.??????#??????#??#?.??????#??????#??#?.??????#??????#??#?.??????#??????#??#?.??????#??????#;1,8,3,1,8,3,1,8,3,1,8,3,1,8,3;11211;4
?.#??#??.?#..??.#??#??.?#..??.#??#??.?#..??.#??#??.?#..??.#??#??.?#..;4,1,1,4,1,1,4,1,1,4,1,1,4,1,1;153;0
?#?#?#?????????#?#?#?????????#?#?#?????????#?#?#?????????#?#?#???????;7,1,1,7,1,1,7,1,1,7,1,1,7,1,1;624006;39
?#??????????#??????????#??????????#??????????#????????;6,1,6,1,6,1,6,1,6,1;67619;4
????#..?#???##??????#..?#???##??????#..?#???##??????#..?#???##??????#..?#???##?;1,1,2,3,1,1,2,3,1,1,2,3,1,1,2,3,1,1,2,3;460992;53
..?????#?###??.??..?????#?###??.??..?????#?###??.??..?????#?###??.??..?????#?###??.?;1,9,1,1,9,1,1,9,1,1,9,1,1,9,1;3888;1
?##???.???#?#??##???.???#?#??##???.???#?#??##???.???#?#??##???.???#?#;4,4,4,4,4,4,4,4,4,4;162;0
#.??.????????#.??.????????#.??.????????#.??.????????#.??.???????;1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1;72422648;20284
?##???##.?###???##???##.?###???##???##.?###???##???##.?###???##???##.?###?;3,2,4,3,2,4,3,2,4,3,2,4,3,2,4;1024;0
#?##????#.??#?##????#.??#?##????#.??#?##????#.??#?##????#.?;6,1,1,6,1,1,6,1,1,6,1,1,6,1,1;1;0
.????.??###???#??.????.??###???#??.????.??###???#??.????.??###???#??.????.??###???#?;1,2,5,2,1,2,5,2,1,2,5,2,1,2,5,2,1,2,5,2;73205;6
?.#??.??#??????.#??.??#??????.#??.??#??????.#??.??#??????.#??.??#????;1,3,4,1,3,4,1,3,4,1,3,4,1,3,4;19683;6
??##????#???#?#??????##????#???#?#??????##????#???#?#??????##????#???#?#??????##????#???#?#???;4,7,4,7,4,7,4,7,4,7;243;0
?#?.???#??##???#????#?.???#??##???#????#?.???#??##???#????#?.???#??##???#????#?.???#??##???#??;1,1,2,8,1,1,2,8,1,1,2,8,1,1,2,8,1,1,2,8;2089;0
???.?#?##????.?????.?#?##????.?????.?#?##????.?????.?#?##????.?????.?#?##????.?;1,7,1,7,1,7,1,7,1,7;87846;5
#.?##?#?.#.????#?#.?##?#?.#.????#?#.?##?#?.#.????#?#.?##?#?.#.????#?#.?##?#?.#.????#;1,5,1,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,1,3;32;0
#???..??#????#??????#???..??#????#??????#???..??#????#??????#???..??#????#??????#???..??#????#?????;4,5,2,1,1,4,5,2,1,1,4,5,2,1,1,4,5,2,1,1,4,5,2,1,1;6480;279
??.??#???..??#????.??#???..??#????.??#???..??#????.??#???..??#????.??#???..??#?;1,2,1,3,1,2,1,3,1,2,1,3,1,2,1,3,1,2,1,3;5930334;1582
#?#??????.??#???#?#??????.??#???#?#??????.??#???#?#??????.??#???#?#??????.??#??;8,1,3,8,1,3,8,1,3,8,1,3,8,1,3;1;0
???#?##?#??????#?##?#??????#?##?#??????#?##?#??????#?##?#??;2,6,2,6,2,6,2,6,2,6;286;0
.?.???#???.#???????.?.???#???.#???????.?.???#???.#???????.?.???#???.#???????.?.???#???.#??????;1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1;108144;2549
?#.???????#??#.???????#??#.???????#??#.???????#??#.???????#;2,2,1,2,2,1,2,2,1,2,2,1,2,2,1;28181;4
?##.??#?????##.??#?????##.??#?????##.??#?????##.??#???;2,1,1,2,1,1,2,1,1,2,1,1,2,1,1;768;0
?????#?????#?#????????#?????#?#????????#?????#?#????????#?????#?#????????#?????#?#??;2,12,2,12,2,12,2,12,2,12;2227;1
?#??????#???.????#??????#???.????#??????#???.????#??????#???.????#??????#???.??;1,6,2,1,1,6,2,1,1,6,2,1,1,6,2,1,1,6,2,1;9352;204
#??.???.??##???.#??#??.???.??##???.#??#??.???.??##???.#??#??.???.??##???.#??#??.???.??##???.#?;2,3,7,2,2,3,7,2,2,3,7,2,2,3,7,2,2,3,7,2;1;0
????#???#?#?###??????????#???#?#?###??????????#???#?#?###??????????#???#?#?###??????????#???#?#?###?????;1,2,10,1,1,2,10,1,1,2,10,1,1,2,10,1,1,2,10,1;29888907;3482
????#??????????#??????????#??????????#??????????#?????;1,4,2,1,4,2,1,4,2,1,4,2,1,4,2;12320;108
???.#??#????.?#??.?.????.#??#????.?#??.?.????.#??#????.?#??.?.????.#??#????.?#??.?.????.#??#????.?#??.?.;3,2,1,1,4,1,3,2,1,1,4,1,3,2,1,1,4,1,3,2,1,1,4,1,3,2,1,1,4,1;3888;60
?.???.??.???.???.??.???.???.??.???.???.??.???.???.??.?;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;256515918;47608
?#?#?#??????#??#?????#?#?#??????#??#?????#?#?#??????#??#?????#?#?#??????#??#?????#?#?#??????#??#???;1,5,2,4,2,1,5,2,4,2,1,5,2,4,2,1,5,2,4,2,1,5,2,4,2;16;0
?#??.?#?????.?#.??#??.?#?????.?#.??#??.?#?????.?#.??#??.?#?????.?#.??#??.?#?????.?#.;4,6,2,4,6,2,4,6,2,4,6,2,4,6,2;512;0
#???.?#?#??#?.??#??#???.?#?#??#?.??#??#???.?#?#??#?.??#??#???.?#?#??#?.??#??#???.?#?#??#?.??#?;2,7,1,2,7,1,2,7,1,2,7,1,2,7,1;512;0
.??#...???????.?.??#...???????.?.??#...???????.?.??#...???????.?.??#...???????.;3,1,1,3,1,1,3,1,1,3,1,1,3,1,1;7247018;788
?..???##??.??..???##??.??..???##??.??..???##??.??..???##??.;1,6,1,6,1,6,1,6,1,6;512;0
??#??#?#??????#??#?#??????#??#?#??????#??#?#??????#??#?#???;2,4,2,4,2,4,2,4,2,4;243;0
?.?.??.??????#?.??.?.??.??????#?.??.?.??.??????#?.??.?.??.??????#?.??.?.??.??????#?.;1,7,1,7,1,7,1,7,1,7;80000;12
.#.?????#.?####?.#.?????#.?####?.#.?????#.?####?.#.?????#.?####?.#.?????#.?####;1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5;16;0
?#??..#??.#????#??..#??.#????#??..#??.#????#??..#??.#????#??..#??.#??;3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1;7622;0
????#??.???.?????#??.???.?????#??.???.?????#??.???.?????#??.???.;3,1,3,3,1,3,3,1,3,3,1,3,3,1,3;162;102
#.???#???.?#.???#???.?#.???#???.?#.???#???.?#.???#???.;1,2,1,2,1,2,1,2,1,2;32;0
?#?????#???.???????#?????#???.???????#?????#???.???????#?????#???.???????#?????#???.?????;3,3,1,2,3,3,1,2,3,3,1,2,3,3,1,2,3,3,1,2;1211656680;117742
#.????###???.?#?????#.????###???.?#?????#.????###???.?#?????#.????###???.?#?????#.????###???.?#????;1,7,2,2,2,1,7,2,2,2,1,7,2,2,2,1,7,2,2,2,1,7,2,2,2;243;0
???.???##.???.?????.???##.???.?????.???##.???.?????.???##.???.?????.???##.???.?;1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2;131642201;17433
?#?#..?#????##?.?.??#?#..?#????##?.?.??#?#..?#????##?.?.??#?#..?#????##?.?.??#?#..?#????##?.?.;3,9,3,9,3,9,3,9,3,9;1;0
.?.??.??????.?.??.??????.?.??.??????.?.??.??????.?.??.?????;2,2,2,2,2,2,2,2,2,2;190532;27
??????.?.##?#?.????????.?.##?#?.????????.?.##?#?.????????.?.##?#?.????????.?.##?#?.?;5,4,5,4,5,4,5,4,5,4;512;0
???#???.?????????#???.?????????#???.?????????#???.?????????#???.?????;7,1,7,1,7,1,7,1,7,1;338261;15
??####?????.???#?????####?????.???#?????####?????.???#?????####?????.???#?????####?????.???#??;6,3,4,6,3,4,6,3,4,6,3,4,6,3,4;90000;12
?.?...?#.#?#?????.?...?#.#?#?????.?...?#.#?#?????.?...?#.#?#?????.?...?#.#?#???;1,2,5,1,2,5,1,2,5,1,2,5,1,2,5;162;0
??.??#??#?#?#??.?????.??#??#?#?#??.?????.??#??#?#?#??.?????.??#??#?#?#??.?????.??#??#?#?#??.??;2,3,7,1,2,3,7,1,2,3,7,1,2,3,7,1,2,3,7,1;39366;5
?????.????????????.????????????.????????????.????????????.??????;3,1,3,1,3,1,3,1,3,1;420971156;27386
.??#???????.?.??#???????.?.??#???????.?.??#???????.?.??#???????.;3,1,3,1,3,1,3,1,3,1;2603247;156
?.?#??.?#???##?#????.?#??.?#???##?#????.?#??.?#???##?#????.?#??.?#???##?#????.?#??.?#???##?#??;1,1,1,11,1,1,1,11,1,1,1,11,1,1,1,11,1,1,1,11;1;0
?#????#?#.??#????#?#.??#????#?#.??#????#?#.??#????#?#.;4,1,1,4,1,1,4,1,1,4,1,1,4,1,1;162;0
..#?###???#.????..#?###???#.????..#?###???#.????..#?###???#.????..#?###???#.???;1,7,2,1,7,2,1,7,2,1,7,2,1,7,2;162;0
#....??????#....??????#....??????#....??????#....?????;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;35056;6
?.????????.???.????????.???.????????.???.????????.???.????????.?;4,1,4,1,4,1,4,1,4,1;4552376;530
##?.??????.#????##?.??????.#????##?.??????.#????##?.??????.#????##?.??????.#???;3,2,1,1,1,3,2,1,1,1,3,2,1,1,1,3,2,1,1,1,3,2,1,1,1;2080000;299
?????.?#.?????#??..??????.?#.?????#??..??????.?#.?????#??..??????.?#.?????#??..??????.?#.?????#??..;2,3,2,3,2,3,2,3,2,3;243;0
?#??##?#?#?.??##???#??##?#?#?.??##???#??##?#?#?.??##???#??##?#?#?.??##???#??##?#?#?.??##?;7,2,3,7,2,3,7,2,3,7,2,3,7,2,3;32;0
.?.?????##.????.?.?????##.????.?.?????##.????.?.?????##.????.?.?????##.???;1,2,1,2,1,2,1,2,1,2;32805;5
.#?##?##?.?????.?#..?.#?##?##?.?????.?#..?.#?##?##?.?????.?#..?.#?##?##?.?????.?#..?.#?##?##?.?????.?#..;7,1,1,2,7,1,1,2,7,1,1,2,7,1,1,2,7,1,1,2;7776;1
???..???#?.????..???#?.????..???#?.????..???#?.????..???#?.;1,1,2,1,1,2,1,1,2,1,1,2,1,1,2;2190996;390
...?.???#?#??...?.???#?#??...?.???#?#??...?.???#?#??...?.???#?#?;1,4,1,4,1,4,1,4,1,4;7997;0
?????#????#.???????#????#.???????#????#.???????#????#.???????#????#.?;7,2,7,2,7,2,7,2,7,2;487;0
??#????##???##.???#????##???##.???#????##???##.???#????##???##.???#????##???##.;3,2,4,3,2,4,3,2,4,3,2,4,3,2,4;243;0
???????.?##.#???.?????????.?##.#???.?????????.?##.#???.?????????.?##.#???.?????????.?##.#???.?;1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1;506250;300
??..???????#?.????..???????#?.????..???????#?.????..???????#?.????..???????#?.?;5,2,5,2,5,2,5,2,5,2;37179;6
?#?.??????????#?.??????????#?.??????????#?.??????????#?.????????;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;246966190;18296
????????#?##?#????????????#?##?#????????????#?##?#????????????#?##?#????????????#?##?#???;1,2,9,1,1,2,9,1,1,2,9,1,1,2,9,1,1,2,9,1;34279;326
?????#???????????#???????????#???????????#???????????#?????;3,2,2,3,2,2,3,2,2,3,2,2,3,2,2;185454;836
.##????..#??..?.##????..#??..?.##????..#??..?.##????..#??..?.##????..#??..;6,2,6,2,6,2,6,2,6,2;1;0
????.??????.???###??????.??????.???###??????.??????.???###??????.??????.???###??????.??????.???###?;3,3,1,5,3,3,1,5,3,3,1,5,3,3,1,5,3,3,1,5;26726720;17590
.#???##??#???##?????.#???##??#???##?????.#???##??#???##?????.#???##??#???##?????.#???##??#???##????;1,1,5,4,1,1,1,1,5,4,1,1,1,1,5,4,1,1,1,1,5,4,1,1,1,1,5,4,1,1;256;0
?..##..??#...?.?.????..##..??#...?.?.????..##..??#...?.?.????..##..??#...?.?.????..##..??#...?.?.??;2,1,2,1,2,1,2,1,2,1;1;0
?#..#???.?.??#??#..#???.?.??#??#..#???.?.??#??#..#???.?.??#??#..#???.?.??#;2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1;528;0
????#?.#??.??????#?.#??.??????#?.#??.??????#?.#??.??????#?.#??.?;1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1;121197;27
????.?????#??###???????.?????#??###???????.?????#??###???????.?????#??###???????.?????#??###??;3,12,3,12,3,12,3,12,3,12;5184;2
?#?##?#..#??#????#?##?#..#??#????#?##?#..#??#????#?##?#..#??#????#?##?#..#??#??;5,1,1,2,5,1,1,2,5,1,1,2,5,1,1,2,5,1,1,2;32;0
??????#?.???#???????#?.???#???????#?.???#???????#?.???#???????#?.???#;1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1;2308065;1161
??#??...???#?#???.???#??...???#?#???.???#??...???#?#???.???#??...???#?#???.???#??...???#?#???.;1,7,1,7,1,7,1,7,1,7;243;0
????#????.?????#????.?????#????.?????#????.?????#????.;6,1,6,1,6,1,6,1,6,1;11139;2
???##???.???#.?.????##???.???#.?.????##???.???#.?.????##???.???#.?.????##???.???#.?.;7,3,7,3,7,3,7,3,7,3;162;0
??.?#????.???.?#????.???.?#????.???.?#????.???.?#????.;1,4,1,4,1,4,1,4,1,4;9604;0
??.#???#.#???.#???#.#???.#???#.#???.#???#.#???.#???#.#;1,5,1,1,5,1,1,5,1,1,5,1,1,5,1;32;0
??????#???##???.???????#???##???.???????#???##???.???????#???##???.???????#???##???.;6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1,6,1,3,1;551;22
?.?#.????.??.?#.????.??.?#.????.??.?#.????.??.?#.????.;1,1,4,1,1,4,1,1,4,1,1,4,1,1,4;16;0
?##??.#?#??.#????##??.#?#??.#????##??.#?#??.#????##??.#?#??.#????##??.#?#??.#??;3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1;5741;2
?.?#??????.??.?#??????.??.?#??????.??.?#??????.??.?#??????.;1,5,1,1,5,1,1,5,1,1,5,1,1,5,1;3888;2
???????#?.????????#?.????????#?.????????#?.????????#?.;1,4,1,4,1,4,1,4,1,4;62915;8
???#????#?##?#??????????#????#?##?#??????????#????#?##?#??????????#????#?##?#??????????#????#?##?#??????;2,2,1,1,6,1,2,2,1,1,6,1,2,2,1,1,6,1,2,2,1,1,6,1,2,2,1,1,6,1;62208;17
??##.?????##??#.????##.?????##??#.????##.?????##??#.????##.?????##??#.????##.?????##??#.?;1,2,7,1,1,2,7,1,1,2,7,1,1,2,7,1,1,2,7,1;7203;2
????????.#?????????.#?????????.#?????????.#?????????.#;4,1,4,1,4,1,4,1,4,1;11525;1
??###???????????#???###???????????#???###???????????#???###???????????#???###???????????#;5,4,3,5,4,3,5,4,3,5,4,3,5,4,3;1264500;527
#??..#??##.?????.??#??..#??##.?????.??#??..#??##.?????.??#??..#??##.?????.??#??..#??##.?????.?;1,1,5,2,1,1,1,1,5,2,1,1,1,1,5,2,1,1,1,1,5,2,1,1,1,1,5,2,1,1;243;0
????#.???#????..?????#.???#????..?????#.???#????..?????#.???#????..?????#.???#????..;3,4,3,4,3,4,3,4,3,4;1024;0
#?????.#????#?????.#????#?????.#????#?????.#????#?????.#???;3,2,3,3,2,3,3,2,3,3,2,3,3,2,3;81;0
?#?.???????.??#?.???????.??#?.???????.??#?.???????.??#?.???????.;2,2,2,2,2,2,2,2,2,2,2,2,2,2,2;248832;579
.???#??????.???#??????.???#??????.???#??????.???#?????;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;10354598;1129
?.?????????##??.?????????##??.?????????##??.?????????##??.?????????##;1,1,4,3,1,1,4,3,1,1,4,3,1,1,4,3,1,1,4,3;243;486
?.?#??.????.?#????.?#??.????.?#????.?#??.????.?#????.?#??.????.?#????.?#??.????.?#??;1,4,2,2,1,1,4,2,2,1,1,4,2,2,1,1,4,2,2,1,1,4,2,2,1;243;410
.?##?#???.??..?#??.?##?#???.??..?#??.?##?#???.??..?#??.?##?#???.??..?#??.?##?#???.??..?#?;3,3,3,3,3,3,3,3,3,3,3,3,3,3,3;16;0
?#??.?.?#?????#??.?.?#?????#??.?.?#?????#??.?.?#?????#??.?.?#???;1,1,4,1,1,4,1,1,4,1,1,4,1,1,4;4734;0
????..#????#.???????..#????#.???????..#????#.???????..#????#.???????..#????#.??;1,1,1,3,2,1,1,1,3,2,1,1,1,3,2,1,1,1,3,2,1,1,1,3,2;768;851
???#?..???????#?..???????#?..???????#?..???????#?..???;5,1,5,1,5,1,5,1,5,1;1875;0
?##???##.?.??##???##.?.??##???##.?.??##???##.?.??##???##.?.;3,2,1,3,2,1,3,2,1,3,2,1,3,2,1;162;0
??#???.???###???#???.???###???#???.???###???#???.???###???#???.???###;2,1,1,3,2,1,1,3,2,1,1,3,2,1,1,3,2,1,1,3;7776;1
????.?#??##?.?????.?#??##?.?????.?#??##?.?????.?#??##?.?????.?#??##?.;2,2,2,2,2,2,2,2,2,2,2,2,2,2,2;53312;11
?#???##??#?????#.?????#???##??#?????#.?????#???##??#?????#.?????#???##??#?????#.?????#???##??#?????#.???;2,11,1,2,11,1,2,11,1,2,11,1,2,11,1;64247;7
???#??..?##??#????#??..?##??#????#??..?##??#????#??..?##??#????#??..?##??#;5,6,5,6,5,6,5,6,5,6;162;0
????.??#???.#?#.?#?#?????.??#???.#?#.?#?#?????.??#???.#?#.?#?#?????.??#???.#?#.?#?#?????.??#???.#?#.?#?#;2,5,1,1,1,1,2,5,1,1,1,1,2,5,1,1,1,1,2,5,1,1,1,1,2,5,1,1,1,1;7776;3
?.??????#?????.??????#?????.??????#?????.??????#?????.??????#???;2,3,2,2,3,2,2,3,2,2,3,2,2,3,2;161144;613
#.#???..????????.?#.#???..????????.?#.#???..????????.?#.#???..????????.?#.#???..????????.;1,1,2,6,1,1,1,2,6,1,1,1,2,6,1,1,1,2,6,1,1,1,2,6,1;1;0
?.?..?.#??????##????.?..?.#??????##????.?..?.#??????##????.?..?.#??????##????.?..?.#??????##??;1,1,1,1,3,5,1,1,1,1,3,5,1,1,1,1,3,5,1,1,1,1,3,5,1,1,1,1,3,5;1;0
.??.?.?????.??.?.?????.??.?.?????.??.?.?????.??.?.????;1,1,4,1,1,4,1,1,4,1,1,4,1,1,4;512;18
#??#.?#?#???#??????#?#??#.?#?#???#??????#?#??#.?#?#???#??????#?#??#.?#?#???#??????#?#??#.?#?#???#??????#;1,1,2,1,1,8,1,1,2,1,1,8,1,1,2,1,1,8,1,1,2,1,1,8,1,1,2,1,1,8;1;0
?????.?#..#.??????.?#..#.??????.?#..#.??????.?#..#.??????.?#..#.;3,1,1,3,1,1,3,1,1,3,1,1,3,1,1;768;0
????##???.?????..?????##???.?????..?????##???.?????..?????##???.?????..?????##???.?????..;5,3,5,3,5,3,5,3,5,3;661140;73
#????????..#?#??????#????????..#?#??????#????????..#?#??????#????????..#?#??????#????????..#?#?????;3,1,1,3,4,3,1,1,3,4,3,1,1,3,4,3,1,1,3,4,3,1,1,3,4;72722;4856
?????#??????????#??????????#??????????#??????????#????;5,2,5,2,5,2,5,2,5,2;26702;12
?.??.???.#????.??.???.#????.??.???.#????.??.???.#????.??.???.#??;1,1,3,1,1,3,1,1,3,1,1,3,1,1,3;983884;228
????#?????????????#?????????????#?????????????#?????????????#????????;5,3,1,5,3,1,5,3,1,5,3,1,5,3,1;1307263;3338
#?##????#???#?.?#.#?#?##????#???#?.?#.#?#?##????#???#?.?#.#?#?##????#???#?.?#.#?#?##????#???#?.?#.#;4,3,1,1,1,4,3,1,1,1,4,3,1,1,1,4,3,1,1,1,4,3,1,1,1;243;0
??#??????#?????#??????#?????#??????#?????#??????#?????#??????#??;1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4;147996;283
.????.#?????#???.????.#?????#???.????.#?????#???.????.#?????#???.????.#?????#??;1,2,1,1,3,1,2,1,1,3,1,2,1,1,3,1,2,1,1,3,1,2,1,1,3;1371360;4139
??.##..??.???.##..??.???.##..??.???.##..??.???.##..??.;1,2,2,1,2,2,1,2,2,1,2,2,1,2,2;162;0
?#???#????????#???#????????#???#????????#???#????????#???#??????;2,5,2,5,2,5,2,5,2,5;18702;1
????##?#?.???.??????##?#?.???.??????##?#?.???.??????##?#?.???.??????##?#?.???.?;5,1,5,1,5,1,5,1,5,1;535809;24
.?#?..????#??.????.?#?..????#??.????.?#?..????#??.????.?#?..????#??.????.?#?..????#??.???;1,4,1,1,4,1,1,4,1,1,4,1,1,4,1;642253;30
.#####??????#??.?.#####??????#??.?.#####??????#??.?.#####??????#??.?.#####??????#??.;7,5,7,5,7,5,7,5,7,5;32;0
???.?.?.##?#???.????.?.?.##?#???.????.?.?.##?#???.????.?.?.##?#???.????.?.?.##?#???.;1,5,1,5,1,5,1,5,1,5;12005;1
????###??.????#???????###??.????#???????###??.????#???????###??.????#???????###??.????#??;8,5,8,5,8,5,8,5,8,5;39366;2
?????#.???#?.?.?#??????#.???#?.?.?#??????#.???#?.?.?#??????#.???#?.?.?#??????#.???#?.?.?#;4,4,1,1,4,4,1,1,4,4,1,1,4,4,1,1,4,4,1,1;512;0
???###?..#?#???????????###?..#?#???????????###?..#?#???????????###?..#?#???????????###?..#?#???????;5,7,1,5,7,1,5,7,1,5,7,1,5,7,1;9604;0
????#??#??#?#?.??#??????#??#??#?#?.??#??????#??#??#?#?.??#??????#??#??#?#?.??#??????#??#??#?#?.??#?;1,1,2,5,3,1,1,2,5,3,1,1,2,5,3,1,1,2,5,3,1,1,2,5,3;39366;7
????#??.?.?#???#.?????#??.?.?#???#.?????#??.?.?#???#.?????#??.?.?#???#.?????#??.?.?#???#.;7,1,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,1,1,1;16;0
?##?#?#?.??#?.??##?#?#?.??#?.??##?#?#?.??#?.??##?#?#?.??#?.??##?#?#?.??#?.;6,1,6,1,6,1,6,1,6,1;1;0
